bin_count,bin_freq,bin_range,x_value,bin_number
2,0.09090909090909091,"(-1.817, -1.664]",-1.817,1
1,0.045454545454545456,"(-1.664, -1.51]",-1.664,2
0,0.0,"(-1.51, -1.357]",-1.51,3
0,0.0,"(-1.357, -1.203]",-1.357,4
0,0.0,"(-1.203, -1.05]",-1.203,5
1,0.045454545454545456,"(-1.05, -0.896]",-1.05,6
1,0.045454545454545456,"(-0.896, -0.743]",-0.896,7
1,0.045454545454545456,"(-0.743, -0.589]",-0.743,8
1,0.045454545454545456,"(-0.589, -0.435]",-0.589,9
1,0.045454545454545456,"(-0.435, -0.282]",-0.435,10
0,0.0,"(-0.282, -0.128]",-0.282,11
2,0.09090909090909091,"(-0.128, 0.0251]",-0.128,12
1,0.045454545454545456,"(0.0251, 0.179]",0.0251,13
2,0.09090909090909091,"(0.179, 0.332]",0.179,14
4,0.18181818181818182,"(0.332, 0.486]",0.332,15
0,0.0,"(0.486, 0.639]",0.486,16
1,0.045454545454545456,"(0.639, 0.793]",0.639,17
1,0.045454545454545456,"(0.793, 0.946]",0.793,18
1,0.045454545454545456,"(0.946, 1.1]",0.946,19
2,0.09090909090909091,"(1.1, 1.253]",1.1,20
