bin_count,bin_freq,bin_range,x_value,bin_number
1,0.006711409395973154,"(-1.993, -1.838]",-1.993,1
1,0.006711409395973154,"(-1.838, -1.683]",-1.838,2
0,0.0,"(-1.683, -1.528]",-1.683,3
0,0.0,"(-1.528, -1.374]",-1.528,4
0,0.0,"(-1.374, -1.219]",-1.374,5
2,0.013422818791946308,"(-1.219, -1.064]",-1.219,6
1,0.006711409395973154,"(-1.064, -0.909]",-1.064,7
1,0.006711409395973154,"(-0.909, -0.754]",-0.909,8
3,0.020134228187919462,"(-0.754, -0.6]",-0.754,9
3,0.020134228187919462,"(-0.6, -0.445]",-0.6,10
8,0.053691275167785234,"(-0.445, -0.29]",-0.445,11
10,0.06711409395973154,"(-0.29, -0.135]",-0.29,12
50,0.33557046979865773,"(-0.135, 0.0196]",-0.135,13
38,0.2550335570469799,"(0.0196, 0.174]",0.0196,14
11,0.0738255033557047,"(0.174, 0.329]",0.174,15
8,0.053691275167785234,"(0.329, 0.484]",0.329,16
6,0.040268456375838924,"(0.484, 0.639]",0.484,17
3,0.020134228187919462,"(0.639, 0.794]",0.639,18
2,0.013422818791946308,"(0.794, 0.948]",0.794,19
1,0.006711409395973154,"(0.948, 1.103]",0.948,20
