bin_count,bin_freq,bin_range,x_value,bin_number
1,0.0026246719160104987,"(-2.557, -2.312]",-2.557,1
0,0.0,"(-2.312, -2.068]",-2.312,2
1,0.0026246719160104987,"(-2.068, -1.823]",-2.068,3
3,0.007874015748031496,"(-1.823, -1.579]",-1.823,4
2,0.005249343832020997,"(-1.579, -1.335]",-1.579,5
3,0.007874015748031496,"(-1.335, -1.09]",-1.335,6
6,0.015748031496062992,"(-1.09, -0.846]",-1.09,7
17,0.04461942257217848,"(-0.846, -0.602]",-0.846,8
25,0.06561679790026247,"(-0.602, -0.357]",-0.602,9
56,0.14698162729658792,"(-0.357, -0.113]",-0.357,10
156,0.4094488188976378,"(-0.113, 0.132]",-0.113,11
57,0.14960629921259844,"(0.132, 0.376]",0.132,12
24,0.06299212598425197,"(0.376, 0.62]",0.376,13
13,0.03412073490813648,"(0.62, 0.865]",0.62,14
4,0.010498687664041995,"(0.865, 1.109]",0.865,15
5,0.013123359580052493,"(1.109, 1.354]",1.109,16
1,0.0026246719160104987,"(1.354, 1.598]",1.354,17
2,0.005249343832020997,"(1.598, 1.842]",1.598,18
4,0.010498687664041995,"(1.842, 2.087]",1.842,19
1,0.0026246719160104987,"(2.087, 2.331]",2.087,20
