bin_count,bin_freq,bin_range,x_value,bin_number
1,0.005555555555555556,"(-1.817, -1.639]",-1.817,1
0,0.0,"(-1.639, -1.462]",-1.639,2
2,0.011111111111111112,"(-1.462, -1.284]",-1.462,3
2,0.011111111111111112,"(-1.284, -1.106]",-1.284,4
1,0.005555555555555556,"(-1.106, -0.928]",-1.106,5
4,0.022222222222222223,"(-0.928, -0.751]",-0.928,6
5,0.027777777777777776,"(-0.751, -0.573]",-0.751,7
13,0.07222222222222222,"(-0.573, -0.395]",-0.573,8
17,0.09444444444444444,"(-0.395, -0.217]",-0.395,9
39,0.21666666666666667,"(-0.217, -0.0394]",-0.217,10
34,0.18888888888888888,"(-0.0394, 0.138]",-0.0394,11
28,0.15555555555555556,"(0.138, 0.316]",0.138,12
11,0.06111111111111111,"(0.316, 0.494]",0.316,13
12,0.06666666666666667,"(0.494, 0.672]",0.494,14
2,0.011111111111111112,"(0.672, 0.85]",0.672,15
3,0.016666666666666666,"(0.85, 1.027]",0.85,16
2,0.011111111111111112,"(1.027, 1.205]",1.027,17
3,0.016666666666666666,"(1.205, 1.383]",1.205,18
0,0.0,"(1.383, 1.561]",1.383,19
1,0.005555555555555556,"(1.561, 1.738]",1.561,20
