bin_count,bin_freq,bin_range,x_value,bin_number
1,0.03225806451612903,"(-1.884, -1.727]",-1.884,1
0,0.0,"(-1.727, -1.57]",-1.727,2
0,0.0,"(-1.57, -1.414]",-1.57,3
0,0.0,"(-1.414, -1.257]",-1.414,4
1,0.03225806451612903,"(-1.257, -1.1]",-1.257,5
1,0.03225806451612903,"(-1.1, -0.943]",-1.1,6
0,0.0,"(-0.943, -0.787]",-0.943,7
1,0.03225806451612903,"(-0.787, -0.63]",-0.787,8
0,0.0,"(-0.63, -0.473]",-0.63,9
2,0.06451612903225806,"(-0.473, -0.317]",-0.473,10
4,0.12903225806451613,"(-0.317, -0.16]",-0.317,11
5,0.16129032258064516,"(-0.16, -0.00308]",-0.16,12
10,0.3225806451612903,"(-0.00308, 0.154]",-0.00308,13
4,0.12903225806451613,"(0.154, 0.31]",0.154,14
1,0.03225806451612903,"(0.31, 0.467]",0.31,15
0,0.0,"(0.467, 0.624]",0.467,16
0,0.0,"(0.624, 0.781]",0.624,17
0,0.0,"(0.781, 0.937]",0.781,18
0,0.0,"(0.937, 1.094]",0.937,19
1,0.03225806451612903,"(1.094, 1.251]",1.094,20
