bin_count,bin_freq,bin_range,x_value,bin_number
2,0.006349206349206349,"(-1.73, -1.521]",-1.73,1
1,0.0031746031746031746,"(-1.521, -1.312]",-1.521,2
3,0.009523809523809525,"(-1.312, -1.103]",-1.312,3
6,0.01904761904761905,"(-1.103, -0.894]",-1.103,4
5,0.015873015873015872,"(-0.894, -0.684]",-0.894,5
9,0.02857142857142857,"(-0.684, -0.475]",-0.684,6
28,0.08888888888888889,"(-0.475, -0.266]",-0.475,7
73,0.23174603174603176,"(-0.266, -0.0571]",-0.266,8
100,0.31746031746031744,"(-0.0571, 0.152]",-0.0571,9
46,0.14603174603174604,"(0.152, 0.361]",0.152,10
23,0.07301587301587302,"(0.361, 0.57]",0.361,11
9,0.02857142857142857,"(0.57, 0.779]",0.57,12
3,0.009523809523809525,"(0.779, 0.988]",0.779,13
2,0.006349206349206349,"(0.988, 1.198]",0.988,14
2,0.006349206349206349,"(1.198, 1.407]",1.198,15
0,0.0,"(1.407, 1.616]",1.407,16
1,0.0031746031746031746,"(1.616, 1.825]",1.616,17
1,0.0031746031746031746,"(1.825, 2.034]",1.825,18
0,0.0,"(2.034, 2.243]",2.034,19
1,0.0031746031746031746,"(2.243, 2.452]",2.243,20
