bin_count,bin_freq,bin_range,x_value,bin_number
1,0.043478260869565216,"(-1.19, -1.085]",-1.19,1
0,0.0,"(-1.085, -0.98]",-1.085,2
0,0.0,"(-0.98, -0.875]",-0.98,3
0,0.0,"(-0.875, -0.77]",-0.875,4
1,0.043478260869565216,"(-0.77, -0.665]",-0.77,5
1,0.043478260869565216,"(-0.665, -0.56]",-0.665,6
0,0.0,"(-0.56, -0.455]",-0.56,7
0,0.0,"(-0.455, -0.35]",-0.455,8
0,0.0,"(-0.35, -0.245]",-0.35,9
4,0.17391304347826086,"(-0.245, -0.14]",-0.245,10
2,0.08695652173913043,"(-0.14, -0.0351]",-0.14,11
2,0.08695652173913043,"(-0.0351, 0.0699]",-0.0351,12
4,0.17391304347826086,"(0.0699, 0.175]",0.0699,13
3,0.13043478260869565,"(0.175, 0.28]",0.175,14
0,0.0,"(0.28, 0.385]",0.28,15
1,0.043478260869565216,"(0.385, 0.49]",0.385,16
0,0.0,"(0.49, 0.595]",0.49,17
1,0.043478260869565216,"(0.595, 0.7]",0.595,18
0,0.0,"(0.7, 0.805]",0.7,19
3,0.13043478260869565,"(0.805, 0.91]",0.805,20
