bin_count,bin_freq,bin_range,x_value,bin_number
2,0.012345679012345678,"(-1.786, -1.631]",-1.786,1
0,0.0,"(-1.631, -1.476]",-1.631,2
2,0.012345679012345678,"(-1.476, -1.321]",-1.476,3
1,0.006172839506172839,"(-1.321, -1.166]",-1.321,4
1,0.006172839506172839,"(-1.166, -1.011]",-1.166,5
3,0.018518518518518517,"(-1.011, -0.856]",-1.011,6
4,0.024691358024691357,"(-0.856, -0.701]",-0.856,7
2,0.012345679012345678,"(-0.701, -0.546]",-0.701,8
6,0.037037037037037035,"(-0.546, -0.391]",-0.546,9
18,0.1111111111111111,"(-0.391, -0.236]",-0.391,10
26,0.16049382716049382,"(-0.236, -0.0814]",-0.236,11
40,0.24691358024691357,"(-0.0814, 0.0736]",-0.0814,12
26,0.16049382716049382,"(0.0736, 0.229]",0.0736,13
13,0.08024691358024691,"(0.229, 0.383]",0.229,14
8,0.04938271604938271,"(0.383, 0.538]",0.383,15
5,0.030864197530864196,"(0.538, 0.693]",0.538,16
2,0.012345679012345678,"(0.693, 0.848]",0.693,17
1,0.006172839506172839,"(0.848, 1.003]",0.848,18
0,0.0,"(1.003, 1.158]",1.003,19
2,0.012345679012345678,"(1.158, 1.313]",1.158,20
