bin_count,bin_freq,bin_range,x_value,bin_number
1,0.043478260869565216,"(-2.557, -2.37]",-2.557,1
0,0.0,"(-2.37, -2.184]",-2.37,2
0,0.0,"(-2.184, -1.998]",-2.184,3
0,0.0,"(-1.998, -1.812]",-1.998,4
0,0.0,"(-1.812, -1.625]",-1.812,5
0,0.0,"(-1.625, -1.439]",-1.625,6
0,0.0,"(-1.439, -1.253]",-1.439,7
0,0.0,"(-1.253, -1.067]",-1.253,8
1,0.043478260869565216,"(-1.067, -0.88]",-1.067,9
0,0.0,"(-0.88, -0.694]",-0.88,10
1,0.043478260869565216,"(-0.694, -0.508]",-0.694,11
2,0.08695652173913043,"(-0.508, -0.321]",-0.508,12
3,0.13043478260869565,"(-0.321, -0.135]",-0.321,13
3,0.13043478260869565,"(-0.135, 0.0511]",-0.135,14
1,0.043478260869565216,"(0.0511, 0.237]",0.0511,15
4,0.17391304347826086,"(0.237, 0.424]",0.237,16
4,0.17391304347826086,"(0.424, 0.61]",0.424,17
1,0.043478260869565216,"(0.61, 0.796]",0.61,18
0,0.0,"(0.796, 0.982]",0.796,19
2,0.08695652173913043,"(0.982, 1.169]",0.982,20
