bin_count,bin_freq,bin_range,x_value,bin_number
1,0.0625,"(-0.518, -0.452]",-0.518,1
0,0.0,"(-0.452, -0.385]",-0.452,2
1,0.0625,"(-0.385, -0.319]",-0.385,3
1,0.0625,"(-0.319, -0.253]",-0.319,4
3,0.1875,"(-0.253, -0.187]",-0.253,5
2,0.125,"(-0.187, -0.121]",-0.187,6
0,0.0,"(-0.121, -0.0544]",-0.121,7
2,0.125,"(-0.0544, 0.0118]",-0.0544,8
2,0.125,"(0.0118, 0.078]",0.0118,9
0,0.0,"(0.078, 0.144]",0.078,10
0,0.0,"(0.144, 0.21]",0.144,11
1,0.0625,"(0.21, 0.277]",0.21,12
0,0.0,"(0.277, 0.343]",0.277,13
1,0.0625,"(0.343, 0.409]",0.343,14
1,0.0625,"(0.409, 0.475]",0.409,15
0,0.0,"(0.475, 0.541]",0.475,16
0,0.0,"(0.541, 0.607]",0.541,17
0,0.0,"(0.607, 0.674]",0.607,18
0,0.0,"(0.674, 0.74]",0.674,19
1,0.0625,"(0.74, 0.806]",0.74,20
