formula,actual,predicted,elements,residual
Bi2AsO4Cl,3.563585582,3.43,Bi As O Cl,-0.13358558199999981
Bi3F3I4O13,3.834487773,3.7,Bi F I O,-0.13448777300000003
Cs2AgBiBr6,1.929286615,2.19,Cs Ag Bi Br,0.26071338499999985
Bi25FeO39,2.7679991289999997,2.8,Bi Fe O,0.03200087100000015
K9Bi13S24,1.3883375130000002,1.4,K Bi S,0.011662486999999722
Ba2GaBiSe5,1.320332839,2.21,Ba Ga Bi Se,0.889667161
Cd3BiP3O12,3.898626911,3.9,Cd Bi P O,0.001373088999999883
Pb2BiS2I3,1.7915291819999999,1.6,Pb Bi S I,-0.1915291819999998
Bi7F11O5,3.9972783130000002,4.05,Bi F O,0.05272168699999957
Bi2Te1.2Se1.8,0.21329245,0.28,Bi Te Se,0.06670755000000003
BiOCl,3.282380925,3.455,Bi O Cl,0.17261907500000007
BiSBr,1.920125241,1.9,Bi S Br,-0.020125241000000127
Bi2I4O13,3.6454205,3.3,Bi I O,-0.34542050000000035
Cs3Bi2I9,1.930907444,1.85,Cs Bi I,-0.08090744399999994
Bi1.6Te3Sb0.4,0.071352889,0.161,Bi Te Sb,0.089647111
ErBiW2O9,3.017892414,3.26,Er Bi W O,0.24210758599999993
BiI3,2.041748477,1.9315714290000001,Bi I,-0.11017704799999994
Sr2Bi5.42La2.58S14,1.214873332,1.0,Sr Bi La S,-0.21487333200000003
RbBiSe2,1.1112958640000001,0.846666667,Rb Bi Se,-0.2646291970000001
Ca4Bi6O13,3.3649216010000003,2.76,Ca Bi O,-0.6049216010000005
Bi2YVO8,2.9112362210000002,2.09,Bi Y V O,-0.8212362210000004
Bi24VO41,2.716619062,3.25,Bi V O,0.5333809380000001
BiFeSe3O9,2.488946559,2.54,Bi Fe Se O,0.05105344100000009
Sn2BiS2I3,1.306266289,1.06,Sn Bi S I,-0.24626628900000003
KRbBi8Se13,0.580724174,0.64,K Rb Bi Se,0.05927582600000003
Cd3Bi2,-0.225642502,0.2,Cd Bi,0.425642502
Bi2Mo2Se2O13,2.450563273,3.15,Bi Mo Se O,0.6994367269999997
Bi24BO39,3.180348214,2.91,Bi B O,-0.27034821399999975
Bi6Cu3S10I,0.59060359,0.72,Bi Cu S I,0.12939641000000002
RbBi3Se4Te,0.293971257,0.8,Rb Bi Se Te,0.5060287430000001
BiSeI,1.291649815,1.3,Bi Se I,0.008350185000000065
EuBiW2O9,3.2071506419999998,3.63,Eu Bi W O,0.4228493580000001
BiPO4,3.7321067180000003,3.85,Bi P O,0.11789328199999982
BaBiO2Cl,3.6865595960000004,3.71,Ba Bi O Cl,0.02344040399999958
BiTeI,0.977024197,0.46,Bi Te I,-0.517024197
PbBiBO4,3.435727997,3.2,Pb Bi B O,-0.2357279969999997
CsBi3Se5,0.677971144,0.43,Cs Bi Se,-0.24797114400000003
BiOI,2.235851871,2.005,Bi O I,-0.23085187100000004
Cs3Bi2Br9,2.326584008,2.5,Cs Bi Br,0.1734159919999998
Bi2Te3,0.068988748,0.25,Bi Te,0.181011252
EuBi2Se4,0.96961164,1.02,Eu Bi Se,0.05038836000000002
Pb3BiV3O12,2.064042967,2.5,Pb Bi V O,0.4359570330000002
Bi2Te0.9Se2.1,0.26386428300000003,0.28,Bi Te Se,0.016135716999999994
Bi14.7In11.3S38,1.783937941,1.45,Bi In S,-0.33393794100000007
Bi12SiO20,3.0132402889999996,3.225,Bi Si O,0.21175971100000046
EuBi2Te4,0.471864645,0.44,Eu Bi Te,-0.031864645000000025
CeBiW2O9,2.9563522489999996,2.34,Ce Bi W O,-0.6163522489999997
Ba2BiInS5,1.9927001430000002,1.55,Ba Bi In S,-0.44270014300000016
Bi3Se2NO11,3.3772474089999998,3.59,Bi Se N O,0.2127525910000001
Ba3Sn0.87Bi2.13Se8,1.514555776,0.79,Ba Sn Bi Se,-0.7245557759999999
Pb0.8Se0.8Bi0.4Te0.6,0.290300885,0.22,Pb Se Bi Te,-0.07030088500000001
CuPbBiSe3,-0.013097488000000001,0.07,Cu Pb Bi Se,0.08309748800000001
Bi1.4Te3Sb0.6,0.098051899,0.16699999999999998,Bi Te Sb,0.06894810099999998
AgPbBiSe3,0.24652121800000001,0.13,Ag Pb Bi Se,-0.11652121800000001
BiSb0.15,-0.293200461,0.022000000000000002,Bi Sb,0.31520046100000004
CsBi2,0.887788823,0.55,Cs Bi,-0.3377888229999999
Bi4PdSe4O12,2.648219356,2.06,Bi Pd Se O,-0.5882193559999997
CaBi2O4,3.13075566,3.08,Ca Bi O,-0.05075566000000009
Bi0.4Te3Sb1.6,0.33462768600000004,0.20800000000000002,Bi Te Sb,-0.12662768600000002
Eu3Bi4S9,0.932242558,1.18,Eu Bi S,0.24775744199999994
KBiCu2S3,1.902421568,1.29,K Bi Cu S,-0.612421568
LiBi4Nb3O12,3.010018857,3.0,Li Bi Nb O,-0.010018856999999937
BiOBr,2.547216262,2.924,Bi O Br,0.37678373799999987
Cs2AgBiCl6,2.455759929,2.77,Cs Ag Bi Cl,0.31424007099999995
CsBiSe2,1.027610242,1.07,Cs Bi Se,0.04238975800000011
Sr8.007Ge2.043Bi7.949Se24,1.175322907,0.74,Sr Ge Bi Se,-0.435322907
InBi2S4Cl,1.69216065,1.5,In Bi S Cl,-0.19216064999999993
Bi2SI2O11,3.5816090519999997,3.74,Bi S I O,0.15839094800000053
TlBiTe3,0.24659705,0.5,Tl Bi Te,0.25340295
Cs1.13Cd1.13Bi2.87Se6,0.74067494,1.0,Cs Cd Bi Se,0.25932506
Pb3BiP3O12,3.92230281,3.7,Pb Bi P O,-0.22230280999999996
SmBiW2O9,2.99732656,3.39,Sm Bi W O,0.39267344000000026
Bi12PO20,2.763687505,3.25,Bi P O,0.48631249499999996
Cs4BiAs3Se7,1.747505925,1.02,Cs Bi As Se,-0.727505925
LiBi4Ta3O12,2.9986646980000002,3.5,Li Bi Ta O,0.5013353019999998
AgBiSe2,0.308363315,0.34,Ag Bi Se,0.031636685
LiBiS2,1.3563610119999998,0.16,Li Bi S,-1.196361012
