formula,actual,predicted,elements,residual
Hg0.01Cd0.99Se,0.8040168940000001,0.29,Hg Cd Se,-0.5140168940000001
CdIn30Te46,1.207731222,1.17,Cd In Te,-0.03773122200000012
CsDy9Cd4Se18,2.073592435,1.99,Cs Dy Cd Se,-0.08359243500000013
Hg0.77Cd0.23Te,0.22078487100000002,0.165,Hg Cd Te,-0.055784871000000014
CsCd4In5Se12,1.720132451,1.62,Cs Cd In Se,-0.1001324509999999
Cd4GdB3O10,3.6896114939999998,3.8,Cd Gd B O,0.11038850600000005
Rb3CdB5O10,4.532821854,2.34,Rb Cd B O,-2.192821854
Cs2Cd3B16O28,4.202073924,4.76,Cs Cd B O,0.5579260760000002
CdSe,2.138819705,1.858412,Cd Se,-0.280407705
Cd5Ga2S2Te6,1.492913814,1.29,Cd Ga S Te,-0.20291381399999997
Li2CdSnS4,3.0195355489999995,3.26,Li Cd Sn S,0.24046445100000025
PbCdP4O12,3.757732297,4.86,Pb Cd P O,1.1022677030000003
Cs2Cd3Te4,2.113098199,2.48,Cs Cd Te,0.366901801
CdMoSb4O10,3.241094232,3.4,Cd Mo Sb O,0.1589057679999999
Cd3BiP3O12,3.898626911,3.9,Cd Bi P O,0.001373088999999883
K2Cd2Te3,2.609437476,1.93,K Cd Te,-0.6794374760000002
La4Cd4In2S13,1.898750085,2.27,La Cd In S,0.37124991499999993
NaCd4P3,0.244283534,1.1,Na Cd P,0.8557164660000001
Ag0.4Cd0.5In2.2Te4,0.510083379,0.19,Ag Cd In Te,-0.320083379
Cd6P7,1.061695895,0.85,Cd P,-0.21169589499999997
CdS0.8Se0.2,2.183125113,2.23,Cd S Se,0.046874886999999976
CdSnAs2,0.307930135,0.363333333,Cd Sn As,0.05540319799999999
CdGa2Se4,2.086871499,2.376666667,Cd Ga Se,0.28979516799999994
CdIn2S4,2.3407729109999997,2.36,Cd In S,0.01922708900000014
CuCd2InTe4,0.910716987,0.85,Cu Cd In Te,-0.060716987000000056
Hg0.6Cd0.4Se,0.8498520909999999,0.95,Hg Cd Se,0.10014790900000003
Cd4As2I3,1.693193674,2.095,Cd As I,0.4018063260000002
Hg0.72Cd0.28Te,0.264501355,0.21,Hg Cd Te,-0.054501355
CsSmCdSe3,2.636360758,2.46,Cs Sm Cd Se,-0.17636075799999995
Rb2CdP2Se6,2.418015141,2.58,Rb Cd P Se,0.16198485899999993
K2CdP2Se6,2.525620683,2.58,K Cd P Se,0.05437931699999998
Hg0.7Cd0.3Te,0.224115007,0.31,Hg Cd Te,0.08588499299999999
CdGeAs2,1.166731887,0.658888889,Cd Ge As,-0.5078429980000001
Ag2CdP2S6,2.632689489,2.49,Ag Cd P S,-0.1426894889999999
CuCdInSe3,1.3008885540000001,1.66,Cu Cd In Se,0.3591114459999998
Ba5CdGa6Se15,2.44818367,2.6,Ba Cd Ga Se,0.15181632999999994
Cd3Bi2,-0.225642502,0.2,Cd Bi,0.425642502
CdSnP2,1.180768766,1.30625,Cd Sn P,0.125481234
Hg0.9Cd0.1Se,1.1175407590000002,1.3733333330000002,Hg Cd Se,0.255792574
CdTeO3,3.9742220880000003,3.73,Cd Te O,-0.24422208800000034
Cd2V2Te2O11,2.895537959,2.48,Cd V Te O,-0.4155379589999999
Ag2CdGeS4,2.52000024,2.32,Ag Cd Ge S,-0.20000024000000005
CdS0.35Se0.65,1.955181899,1.93,Cd S Se,-0.02518189900000012
Cu2CdSnSe4,0.822950477,0.96,Cu Cd Sn Se,0.13704952299999995
CdAs2,0.730882342,1.066666667,Cd As,0.335784325
Hg0.4Cd0.6Se,0.5982978320000001,0.7,Hg Cd Se,0.10170216799999987
Ga0.95Sb0.95Cd0.05Te0.05,0.822224121,0.74,Ga Sb Cd Te,-0.08222412099999998
Cd4LuB3O10,2.894936926,3.7,Cd Lu B O,0.805063074
Cd3In2S2Te4,1.240376952,1.23,Cd In S Te,-0.010376952000000106
Cs2CdP2Se6,2.476794275,2.63,Cs Cd P Se,0.15320572499999985
Cd4V3Te3O15,2.544865889,2.66,Cd V Te O,0.11513411100000015
Rb2Cd3Se4,2.5635801209999998,2.37,Rb Cd Se,-0.19358012099999966
K6CdTe4,1.81801299,2.51,K Cd Te,0.6919870099999998
CdIn,0.71733187,0.6,Cd In,-0.11733187
CsCeCdSe3,2.364534578,2.4,Cs Ce Cd Se,0.03546542199999969
CdTe,1.471865327,1.5494375,Cd Te,0.07757217300000008
RbCd4Ga5Se12,2.1607597469999997,2.19,Rb Cd Ga Se,0.029240253000000216
Cs10Cd4Sn4S17,2.8481827539999998,3.16,Cs Cd Sn S,0.3118172460000004
CdIO3Cl,4.154028844,4.3,Cd I O Cl,0.14597115599999988
Ga0.9Sb0.9Cd0.1Te0.1,0.828760134,0.78,Ga Sb Cd Te,-0.04876013400000001
Ba3CdSn2S8,2.5343511469999997,2.75,Ba Cd Sn S,0.21564885300000025
CsTb9Cd4Se18,1.845483781,1.95,Cs Tb Cd Se,0.10451621899999997
BaCdSnS4,3.00280998,2.3,Ba Cd Sn S,-0.7028099800000001
Na2CdGe2Se6,2.194648526,2.37,Na Cd Ge Se,0.17535147400000017
In0.97As0.97Cd0.03Te0.03,0.6546685720000001,0.71,In As Cd Te,0.055331427999999905
Ag0.25Cd0.5In2.25Te4,0.43115988299999997,0.39,Ag Cd In Te,-0.04115988299999995
CsEr9Cd4Se18,1.779667625,2.09,Cs Er Cd Se,0.31033237499999977
Cd3Sb2,0.667494731,0.3,Cd Sb,-0.367494731
In0.94As0.94Cd0.06Te0.06,0.650468752,0.68,In As Cd Te,0.029531248000000065
RbCd4Ga5S12,2.966456033,3.02,Rb Cd Ga S,0.05354396699999997
Cd4P2Cl3,3.1631151510000004,2.205,Cd P Cl,-0.9581151510000003
AgCd3PS6,2.149994865,2.56,Ag Cd P S,0.410005135
CsCd4Ga5Te12,1.5653106909999999,1.67,Cs Cd Ga Te,0.10468930900000006
CdIO4H,4.29519463,4.35,Cd I O H,0.05480536999999952
CdS0.55Se0.45,2.092685398,2.05,Cd S Se,-0.04268539800000015
K2Cd3Se4,2.33191004,2.36,K Cd Se,0.02808995999999997
Hg0.65Cd0.35Te,0.294540719,0.28,Hg Cd Te,-0.01454071899999998
Ga0.99Sb0.99Cd0.01Te0.01,0.8404663509999999,0.72,Ga Sb Cd Te,-0.12046635099999992
KCd4Ga5Se12,1.996716607,2.16,K Cd Ga Se,0.16328339300000017
Ga0.01Sb0.01Cd0.99Te0.99,1.354377109,1.35,Ga Sb Cd Te,-0.00437710899999999
Cs1.13Cd1.13Bi2.87Se6,0.74067494,1.0,Cs Cd Bi Se,0.25932506
Hg0.796Cd0.204Te,0.263611708,0.0635,Hg Cd Te,-0.200111708
Cd0.01Te0.01Al0.99Sb0.99,2.288307412,2.21,Cd Te Al Sb,-0.07830741200000002
CdP2,2.094947388,2.1035,Cd P,0.008552611999999904
Cs2Hg5.75Cd0.25S7,2.009773361,1.66,Cs Hg Cd S,-0.3497733610000002
Li2CdGe,0.997932347,0.99,Li Cd Ge,-0.007932347000000006
CsHo9Cd4Se18,1.976529169,2.06,Cs Ho Cd Se,0.08347083100000008
RbCdB3O6,3.3260111269999997,4.2,Rb Cd B O,0.8739888730000005
Cd0.9Te0.9Al0.1Sb0.1,1.318048313,1.36,Cd Te Al Sb,0.04195168700000007
Cu2CdGeS4,2.203356831,2.05,Cu Cd Ge S,-0.15335683099999997
CsCdBO3,3.653346917,2.58,Cs Cd B O,-1.0733469169999998
Cd3As2,0.322372208,0.2695,Cd As,-0.052872207999999976
CdTlS2,1.5811078719999998,1.5,Cd Tl S,-0.0811078719999998
Ag0.2Cd0.75In2.1Te4,0.301479106,0.54,Ag Cd In Te,0.23852089400000004
CdS0.65Se0.35,2.152100673,2.13,Cd S Se,-0.02210067300000018
CuInCd2Te3,0.9152818009999999,0.7,Cu In Cd Te,-0.21528180099999994
Cd4Sb3,0.12181603,1.25,Cd Sb,1.12818397
Zn0.15Cd0.85Se,2.5358323080000003,2.55,Zn Cd Se,0.014167691999999565
Zn0.01Cd0.99Se,2.267835897,2.45,Zn Cd Se,0.1821641030000003
Hg0.7Cd0.3Se,0.909975518,1.1,Hg Cd Se,0.1900244820000001
In0.99As0.99Cd0.01Te0.01,0.646575284,0.76,In As Cd Te,0.11342471600000004
Tl4CdI6,2.182851789,2.8,Tl Cd I,0.617148211
Cd3P2,0.58429897,0.5555,Cd P,-0.02879896999999998
Li2CdGeS4,2.71376056,3.1,Li Cd Ge S,0.3862394400000002
K3CdB5O10,4.184368857,3.47,K Cd B O,-0.7143688569999997
Rb2Cd3S4,2.68413457,2.92,Rb Cd S,0.23586543000000004
Cu2CdGeSe4,1.504401945,1.2,Cu Cd Ge Se,-0.30440194499999995
CdBiO2Cl,3.031499553,3.08,Cd Bi O Cl,0.04850044699999989
Zn0.99Cd0.01Se,3.178455369,3.65,Zn Cd Se,0.471544631
Rb2Cd3Te4,2.370714383,2.3,Rb Cd Te,-0.07071438300000032
Rb1.54Cd1.54Bi2.46S6,1.495841305,1.33,Rb Cd Bi S,-0.16584130499999983
CdSiAs2,2.0297661209999998,1.524,Cd Si As,-0.5057661209999997
