formula,actual,predicted,elements,residual
EuYb2S4,1.3760360409999999,1.6,Eu Yb S,0.2239639590000002
Cu3YbSe3,0.485938524,0.2,Cu Yb Se,-0.28593852399999997
RbYbZnSe3,2.030669693,2.07,Rb Yb Zn Se,0.03933030699999973
YbIn3S6,1.252859258,1.31,Yb In S,0.05714074200000008
Ce2YbCuS5,1.697885725,1.37,Ce Yb Cu S,-0.3278857249999998
YbSb2Te4,0.543886879,0.34,Yb Sb Te,-0.20388687899999997
La2YbCuSe5,1.112126,1.15,La Yb Cu Se,0.03787399999999996
Sm2YbCuS5,1.8270295580000002,1.28,Sm Yb Cu S,-0.5470295580000002
CsYbCoSe3,1.086330896,0.95,Cs Yb Co Se,-0.13633089600000003
Cu3YbS3,0.843649167,1.56,Cu Yb S,0.716350833
YbAs,0.933692107,1.02,Yb As,0.08630789299999997
YbGa2Se4,1.6384342,1.8,Yb Ga Se,0.16156579999999998
K6Yb3P5S20,2.924970192,2.6,K Yb P S,-0.3249701919999999
YbSb2S4,1.517602466,1.12,Yb Sb S,-0.39760246599999993
EuYb2Se4,2.009973669,1.3,Eu Yb Se,-0.7099736689999998
YbClWO4,3.5654543989999996,4.23,Yb Cl W O,0.6645456010000008
Ce2YbCuSe5,1.218650937,1.05,Ce Yb Cu Se,-0.168650937
YbSnTe2,0.785041687,0.75,Yb Sn Te,-0.03504168699999999
YbS,2.0187903830000002,1.135,Yb S,-0.8837903830000002
YbTe,1.228287256,1.8,Yb Te,0.571712744
Nd2YbCuS5,1.576893329,1.35,Nd Yb Cu S,-0.22689332899999992
YbSb,0.95854898,1.0,Yb Sb,0.041451020000000005
YbB66,1.026244138,1.27,Yb B,0.243755862
CsYbZnSe3,1.94282177,2.035,Cs Yb Zn Se,0.09217823000000025
YbSe,1.8896592319999999,1.5,Yb Se,-0.38965923199999986
YbSb4Te7,0.36856236600000003,0.22,Yb Sb Te,-0.14856236600000003
Yb4Sb2S11.25,1.9427497809999998,1.71,Yb Sb S,-0.23274978099999988
