formula,actual,predicted,elements,residual
AgAlTe2,1.1609370909999999,1.85,Ag Al Te,0.6890629090000002
AlN,4.555244864,6.1,Al N,1.544755136
BaAl4Se7,2.322635154,3.4,Ba Al Se,1.077364846
In0.6Al0.4P,1.975783083,2.12,In Al P,0.14421691700000006
Ga0.5Al0.5As,1.8769644109999999,2.12,Ga Al As,0.24303558900000022
In0.99Al0.01P,1.4550289930000002,1.3,In Al P,-0.15502899300000017
Li6Al2Te8O22,3.5607234269999997,3.63,Li Al Te O,0.06927657300000023
Cs2Al2B2O7,6.10604979,4.13,Cs Al B O,-1.9760497900000003
Ga0.01Al0.99P,2.9501983860000003,2.49,Ga Al P,-0.46019838600000007
Ba8Al10B12O41,4.357135689,3.1,Ba Al B O,-1.2571356889999996
AlVTe2O8,3.13409917,2.9,Al V Te O,-0.2340991699999999
CuAlSe2,2.472764959,2.6,Cu Al Se,0.12723504100000005
Ga0.25Al0.75As,1.986726107,2.42,Ga Al As,0.43327389299999997
NaAlGeS4,3.898467478,3.6,Na Al Ge S,-0.29846747800000006
In0.8Al0.2P,1.7239210219999999,1.7,In Al P,-0.023921021999999903
Ga0.85Al0.15As,1.7840107680000001,1.6,Ga Al As,-0.18401076800000005
Al2S3,3.5699697639999997,4.1,Al S,0.530030236
AgAlO2,2.8471416119999997,3.6,Ag Al O,0.7528583880000004
Ga0.7Al0.3As,1.849115988,1.81,Ga Al As,-0.039115988000000046
Cd0.01Te0.01Al0.99Sb0.99,2.288307412,2.21,Cd Te Al Sb,-0.07830741200000002
Li4.5Al0.5TeO6,4.95601672,4.9,Li Al Te O,-0.05601671999999969
Ga0.4Al0.6As,2.152607078,2.3,Ga Al As,0.14739292199999987
CuAlS2,3.178843702,3.5,Cu Al S,0.321156298
Rb3Al3Ge7S20,2.9861940860000002,3.1,Rb Al Ge S,0.11380591399999984
Cd0.9Te0.9Al0.1Sb0.1,1.318048313,1.36,Cd Te Al Sb,0.04195168700000007
AgAlSe2,2.689967251,2.55,Ag Al Se,-0.1399672510000003
In0.4Al0.6P,2.2285513999999997,2.3,In Al P,0.07144860000000008
AlB12,2.2313879119999998,2.14,Al B,-0.09138791199999963
LiAlB14,2.11918668,1.935,Li Al B,-0.18418667999999982
KAlGeS4,3.3294874119999998,3.5,K Al Ge S,0.17051258800000024
Sm3Al0.33SiS7,2.145569119,2.26,Sm Al Si S,0.11443088099999965
In0.01Al0.99P,2.8485973239999995,2.4,In Al P,-0.44859732399999963
EuAl2O4,5.125273249,2.74,Eu Al O,-2.385273249
Cd0.95Te0.95Al0.05Sb0.05,1.259559376,1.37,Cd Te Al Sb,0.11044062400000021
Al2Te3,2.303525675,2.35,Al Te,0.04647432500000015
Na8Al8Si38,1.388332939,0.64,Na Al Si,-0.7483329390000001
Ga0.8Al0.2P,2.322093803,2.3,Ga Al P,-0.02209380300000019
AlP,3.005237309,2.796818182,Al P,-0.20841912699999998
Li3AlP2,2.1120917809999997,2.75,Li Al P,0.6379082190000003
Ga0.6Al0.4P,2.5223559680000003,2.35,Ga Al P,-0.1723559680000002
Rb3Al3Ge7Se20,1.886159168,2.4,Rb Al Ge Se,0.5138408319999999
K8Al8Si38,1.143495446,1.4,K Al Si,0.25650455399999994
Ga0.99Al0.01P,2.311423741,2.27,Ga Al P,-0.041423741000000014
K2Al2B2O7,5.9516217970000005,6.89,K Al B O,0.9383782029999992
AlSb,1.493732171,1.6518,Al Sb,0.15806782899999994
Al0.74Gd3Si0.7S7,2.6445365709999997,2.34,Al Gd Si S,-0.30453657099999987
Al2Se3,3.3274736889999996,3.125,Al Se,-0.20247368899999962
MnAl3,1.3548691990000001,0.58,Mn Al,-0.7748691990000002
In0.9Al0.1P,1.549362179,1.5,In Al P,-0.04936217900000006
Ba6Al4B14O33,4.970207519,3.44,Ba Al B O,-1.5302075189999997
Tb4Al2O9,1.928268831,4.59,Tb Al O,2.661731169
