formula,actual,predicted,elements,residual
DyIn3S6,1.4400080480000002,1.22,Dy In S,-0.22000804800000018
RbInSnS4,2.724489962,2.7,Rb In Sn S,-0.024489961999999643
InSb0.2As0.8,0.220908555,0.12,In Sb As,-0.10090855500000001
EuIn2S4,1.384380351,1.5,Eu In S,0.1156196490000001
CdIn30Te46,1.207731222,1.17,Cd In Te,-0.03773122200000012
In4S5,1.37562671,0.9,In S,-0.4756267099999999
CuIn5S8,1.23169487,1.34,Cu In S,0.10830512999999997
CsCd4In5Se12,1.720132451,1.62,Cs Cd In Se,-0.1001324509999999
AgIn9Te14,0.722891822,1.5,Ag In Te,0.777108178
AgInS2,2.029721513,1.9266666669999999,Ag In S,-0.10305484600000026
AgInTe2,0.6540538,0.945,Ag In Te,0.29094619999999993
CuInS2,1.9468385019999999,1.5363333330000002,Cu In S,-0.41050516899999967
InSb2Se4Br,1.293089587,1.35,In Sb Se Br,0.05691041299999999
In0.6As0.6Ga0.4P0.4,1.296296364,1.25,In As Ga P,-0.046296364000000034
AgIn5S8,1.348088294,1.76,Ag In S,0.41191170599999993
Ce4InSbSe9,1.459961082,1.69,Ce In Sb Se,0.23003891799999998
CsInGeSe4,1.44263476,2.32,Cs In Ge Se,0.8773652399999998
TbIn3S6,1.755906695,1.2,Tb In S,-0.555906695
BaIn2S4,2.750245669,3.057,Ba In S,0.30675433100000005
La4Cd4In2S13,1.898750085,2.27,La Cd In S,0.37124991499999993
Ag0.4Cd0.5In2.2Te4,0.510083379,0.19,Ag Cd In Te,-0.320083379
AgInO2,1.748806242,4.2,Ag In O,2.4511937580000005
Ba5In4Te4S7,1.6970841419999998,2.13,Ba In Te S,0.4329158580000001
LiInTe2,1.506694854,1.46,Li In Te,-0.04669485400000006
Ba2AgInS4,2.7317576860000004,2.32,Ba Ag In S,-0.4117576860000005
BaLa2In2S7,2.28223312,1.87,Ba La In S,-0.4122331199999998
CuZn2InSe4,1.372595218,1.1,Cu Zn In Se,-0.272595218
In0.6Al0.4P,1.975783083,2.12,In Al P,0.14421691700000006
CuIn3Se5,0.872965304,0.6,Cu In Se,-0.2729653040000001
In4As5O12Br3,4.534939423,4.22,In As O Br,-0.3149394230000002
In0.8P0.8Ga0.2As0.2,1.45793915,1.4,In P Ga As,-0.05793915000000016
BaIn2Se4,2.30804589,2.625,Ba In Se,0.3169541100000002
LiInS2,2.9691916160000003,3.5733333330000003,Li In S,0.6041417170000001
CdIn2S4,2.3407729109999997,2.36,Cd In S,0.01922708900000014
