formula,actual,predicted,elements,residual
Cd4GdB3O10,3.6896114939999998,3.8,Cd Gd B O,0.11038850600000005
LiGd5P2O13,4.11237952,3.73,Li Gd P O,-0.3823795200000002
GdAs,1.3555705619999998,0.63,Gd As,-0.7255705619999998
Gd2S3,2.4769681390000002,2.55,Gd S,0.07303186099999959
Gd2Te3,0.909775248,0.74,Gd Te,-0.169775248
K2Gd2Ti3O10,3.4535434819999997,3.3,K Gd Ti O,-0.1535434819999999
GdB66,0.819612118,1.27,Gd B,0.450387882
Gd2ZrS5,1.422916404,1.88,Gd Zr S,0.4570835959999999
Gd2Mo3O12,1.932733026,4.12,Gd Mo O,2.187266974
Gd1.05Sc0.95Se3,2.19146405,1.2,Gd Sc Se,-0.99146405
GdIn3S6,1.491881437,1.13,Gd In S,-0.3618814370000001
Ba2InGdTe5,1.1683262540000001,1.36,Ba In Gd Te,0.19167374599999998
CsGdZnTe3,1.9416893519999998,2.13,Cs Gd Zn Te,0.18831064800000008
GdTe,0.8914119890000001,1.3,Gd Te,0.408588011
Gd4GaSbS9,2.054831549,2.41,Gd Ga Sb S,0.35516845099999994
CaGd2S4,1.661128944,2.55,Ca Gd S,0.8888710559999997
Gd2O3,4.702804918,5.3,Gd O,0.5971950819999998
Gd6Ge2.5S14,2.3749677769999997,2.2,Gd Ge S,-0.17496777699999955
Ba2GaGdTe5,1.0403479070000001,1.12,Ba Ga Gd Te,0.07965209299999998
Na2GdP2O8,4.302951727,4.185,Na Gd P O,-0.11795172700000034
Gd3.04Sc0.96S6,2.401760349,1.5,Gd Sc S,-0.9017603489999999
GdH2NO5,4.351771134,4.84,Gd H N O,0.48822886600000004
Cu3GdSe3,0.584579889,0.14,Cu Gd Se,-0.444579889
GdB6,3.414329369,3.6,Gd B,0.18567063100000025
Mn2.04Gd1.47In0.49S5,1.598883421,1.75,Mn Gd In S,0.15111657899999997
GdN,2.003971364,1.54,Gd N,-0.46397136399999983
Ba2GaGdSe5,2.0165409469999998,1.87,Ba Ga Gd Se,-0.14654094699999964
Gd2Mn4S7,2.11709331,1.44,Gd Mn S,-0.6770933100000001
Gd2Se3,1.646451996,2.2,Gd Se,0.5535480040000003
K2Gd2Sb2Se9,2.005925604,1.33,K Gd Sb Se,-0.6759256040000001
Al0.74Gd3Si0.7S7,2.6445365709999997,2.34,Al Gd Si S,-0.30453657099999987
Mn1.95GdIn1.05S5,1.537900728,1.66,Mn Gd In S,0.12209927199999981
Ba2InGdSe5,1.993379875,2.24,Ba In Gd Se,0.2466201250000002
Ba3Gd2P4S16,3.2067251089999997,3.41,Ba Gd P S,0.2032748910000004
